collision_type,recommended_action,order_number,client_name,property_address,existing_order_id,existing_order_number,existing_client_name,source_file,source_row
exact_existing_order_number,skip_existing,2025285,Genoa Banking Company,71 Concord Road,b959a6f5-dd49-45e1-ac7e-297bf6725565,2025285,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,136
exact_existing_order_number,skip_existing,2025287,Citizens National Bank,685 Woodland Drive,1c23b65c-223b-48b2-9ff5-7078bc08a65a,2025287,Citizens National Bank,falcon_2025_orders_enriched_review.csv,137
exact_existing_order_number,skip_existing,2025288,Fair Rental Values,2420 S California Street,00689b6e-b6a6-4ba3-85a1-ddea444ed06a,2025288,Fair Rental Values,falcon_2025_orders_enriched_review.csv,138
exact_existing_order_number,skip_existing,2025289,Fair Rental Values,651 Copello Drive,68a6b671-f609-4723-9f12-bb3055c911ac,2025289,Fair Rental Values,falcon_2025_orders_enriched_review.csv,139
exact_existing_order_number,skip_existing,2025290,Huntington National Bank,910 N Main Street,9ec6d1b5-1988-4919-8c35-476637d370c5,2025290,Huntington National Bank,falcon_2025_orders_enriched_review.csv,140
exact_existing_order_number,skip_existing,2025291,Fair Rental Values,424 Ellis Street,efcbc2bd-7dd6-45e1-a64d-394158176e06,2025291,Fair Rental Values,falcon_2025_orders_enriched_review.csv,141
exact_existing_order_number,skip_existing,2025293,Genoa Banking Company,371 E Andrus Road,438b318c-0276-4a75-8bb0-f32b3a6bc7b5,2025293,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,142
exact_existing_order_number,skip_existing,2025294,Civista Bank,5310 E Port Clinton Eastern Road,0390df76-215b-4ca8-b6ad-ae0fbf9363cd,2025294,Civista Bank,falcon_2025_orders_enriched_review.csv,143
exact_existing_order_number,skip_existing,2025295,Genoa Banking Company,1901 Broad Avenue,30ba6de1-41f5-4369-8d4f-c6f9843c6630,2025295,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,144
exact_existing_order_number,skip_existing,2025296,WesBanco Bank,4427 Talmadge Road,5f54d0cc-b7b1-4e16-8b6d-bfc850c65fd3,2025296,WesBanco Bank,falcon_2025_orders_enriched_review.csv,145
exact_existing_order_number,skip_existing,2025298,Union Bank,216 S Mercer Road,1652d219-4a37-4615-99bf-0034443d9772,2025298,The Union Bank Company,falcon_2025_orders_enriched_review.csv,146
exact_existing_order_number,skip_existing,2025299,State Bank & Trust Co.,"113, 119, 123 and 0 S Main Street",ea495c01-4329-4bb8-9bb1-6e3f81c6ce77,2025299,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,147
exact_existing_order_number,skip_existing,2025300,Fair Rental Values,37822 Oaks Court,35640c13-aa00-4cef-b013-0f2a9e7fb83d,2025300,Fair Rental Values,falcon_2025_orders_enriched_review.csv,148
exact_existing_order_number,skip_existing,2025301,Live Oak Bank,"900 W. South Boundary Street, Building #8",01a235de-ffbe-4b09-8088-46815e8693de,2025301,Live Oak Bank,falcon_2025_orders_enriched_review.csv,149
exact_existing_order_number,skip_existing,2025302,Old Fort Bank,9729-9731 Prairie Avenue,403afc21-c937-4818-8ada-ab9695fe9e74,2025302,Old Fort Bank,falcon_2025_orders_enriched_review.csv,150
exact_existing_order_number,skip_existing,2025304,Fair Rental Values,54511 Road 200,b33e354d-a9b7-49c7-99c4-861f20445720,2025304,Fair Rental Values,falcon_2025_orders_enriched_review.csv,151
exact_existing_order_number,skip_existing,2025305,Union Bank,650 Sixth Street,22a5ff1a-ebeb-47f2-9ccc-fc3f30171ef8,2025305,The Union Bank Company,falcon_2025_orders_enriched_review.csv,152
exact_existing_order_number,skip_existing,2025306,Farmers & Merchants State Bank,519 Monroe Street,030712c5-a33a-4328-ad96-00c39ea7285d,2025306,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,153
exact_existing_order_number,skip_existing,2025307,"Frasor Ireland, LLP",Frasor Package - Sylvania,a5bd790e-4fd6-4243-a865-5a4e0658a60b,2025307,"Frasor Ireland, LLP",falcon_2025_orders_enriched_review.csv,154
exact_existing_order_number,skip_existing,2025309,Genoa Banking Company,6510 Brint Road,b7208007-5d80-46cd-8206-bd3e28998cb3,2025309,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,155
exact_existing_order_number,skip_existing,2025310,State Bank & Trust Co.,1797 E 4th Street #1799,cd86a63a-76b7-41c6-9a5b-3751fd58bf4d,2025310,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,156
exact_existing_order_number,skip_existing,2025312,Farmers & Merchants State Bank,US RT 224,860a1db0-a1ca-4f94-8a8f-e2a95a297966,2025312,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,157
exact_existing_order_number,skip_existing,2025313,Ken Karcher,1550 Coining Drive,761227ae-94fe-460b-895f-2647d37c9ab8,2025313,Ken Karcher,falcon_2025_orders_enriched_review.csv,158
exact_existing_order_number,skip_existing,2025317,Farmers & Merchants State Bank,5151 Dorr Street,95588cd6-5abc-4828-9548-f05610e27e0b,2025317,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,159
exact_existing_order_number,skip_existing,2025318,Superior Credit Union,1280 Conant Street,3a8d65e5-91dc-46df-99b7-16ca006f685b,2025318,Superior Credit Union,falcon_2025_orders_enriched_review.csv,160
exact_existing_order_number,skip_existing,2025319,Farmers & Merchants State Bank,Domersville Road,1eafdf30-e935-4fe8-a4fb-80c2e538a921,2025319,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,161
exact_existing_order_number,skip_existing,2025320,Fair Rental Values,38 TCH Ranch Road,86945bde-d1c6-4fcd-b649-6f1503dd211e,2025320,Fair Rental Values,falcon_2025_orders_enriched_review.csv,162
exact_existing_order_number,skip_existing,2025322,WesBanco Bank,2720 Centennial Road,090c185c-8540-4932-b963-f67a15d15cfd,2025322,WesBanco Bank,falcon_2025_orders_enriched_review.csv,163
exact_existing_order_number,skip_existing,2025323,Semro Henry Ltd,Deshler & Demascus Twp,80994168-39c9-44bf-b151-fbdbacb83ba9,2025323,Semro Henry Ltd,falcon_2025_orders_enriched_review.csv,164
exact_existing_order_number,skip_existing,2025326,Farmers & Merchants State Bank,8135 & 8139 Main Street,5437b15b-7777-404e-9f03-b7afc2725c58,2025326,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,165
exact_existing_order_number,skip_existing,2025327,Richwood Banking Company,200-223 W Main Street,6a8ec4ea-d338-4cf1-9600-b6deffef41ae,2025327,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,166
exact_existing_order_number,skip_existing,2025329,State Bank & Trust Co.,1204 E High Street,4cec4b2a-8173-4673-b33b-da1d0f22a5c6,2025329,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,167
exact_existing_order_number,skip_existing,2025331,Fair Rental Values,"1800, 1810 El Cerrito Pl",7050a217-0b4e-40d6-8fa3-146055efa189,2025331,Fair Rental Values,falcon_2025_orders_enriched_review.csv,168
exact_existing_order_number,skip_existing,2025332,Lorin Sonnenberg,I-463 SR 281 Henry Co OH - Land 2 parcels,0bb74326-2d04-495c-9e13-e687c9526944,2025332,Lorin Sonnenberg,falcon_2025_orders_enriched_review.csv,169
exact_existing_order_number,skip_existing,2025334,Union Bank,818 & 822 Second Street,90d38008-ec3a-4179-a1c5-4ec1c72169e6,2025334,The Union Bank Company,falcon_2025_orders_enriched_review.csv,170
exact_existing_order_number,skip_existing,2025335,State Bank & Trust Co.,622 Clinton Street,a2d9bd9b-678e-4676-8507-759ffe50c387,2025335,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,171
exact_existing_order_number,skip_existing,2025337,State Bank & Trust Co.,1101 Commerce Pkwy,159cb45a-27da-4c13-815f-2528bbdd005c,2025337,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,172
exact_existing_order_number,skip_existing,2025338,Eidi Properties,12579 Felch Street,09912c57-c1c0-410e-a96e-dfbfe05986f8,2025338,Eidi Properties,falcon_2025_orders_enriched_review.csv,173
exact_existing_order_number,skip_existing,2025339,Eidi Properties,414-416 Coliseum Blvd W,82c2eb6f-0bc3-4efc-9113-51cb63712959,2025339,Eidi Properties,falcon_2025_orders_enriched_review.csv,174
exact_existing_order_number,skip_existing,2025340,Eidi Properties,1107 W Lincoln Hwy,909a98f3-0413-49a7-952c-0b639fbd3059,2025340,Eidi Properties,falcon_2025_orders_enriched_review.csv,175
exact_existing_order_number,skip_existing,2025341,Eidi Properties,811-831 E McGalliard Road,17e0b23f-b0d6-470c-92bf-f3de61b77df1,2025341,Eidi Properties,falcon_2025_orders_enriched_review.csv,176
exact_existing_order_number,skip_existing,2025342,Eidi Properties,2658 E Main Street,83494ea6-40d0-45de-9160-ea61e241fb52,2025342,Eidi Properties,falcon_2025_orders_enriched_review.csv,177
exact_existing_order_number,skip_existing,2025343,Michael S Petree Estate,5306 Enterprise Blvd,ac1d1f21-86d8-480e-ba08-f72aea6ca7d2,2025343,Michael S Petree Estate,falcon_2025_orders_enriched_review.csv,178
exact_existing_order_number,skip_existing,2025344,Michael S Petree Estate,5324 Enterprise Blvd,7625b5e3-6910-4096-801e-eed97ed9b4df,2025344,Michael S Petree Estate,falcon_2025_orders_enriched_review.csv,179
exact_existing_order_number,skip_existing,2025345,Genoa Banking Company,2353 E Harbor Road,da3310d0-857a-4ad4-8deb-b55a691e6241,2025345,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,180
exact_existing_order_number,skip_existing,2025346,Genoa Banking Company,101 E 17th Street,cab05ea3-61f5-4eda-ab91-a7578341e60a,2025346,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,181
exact_existing_order_number,skip_existing,2025348,Fair Rental Values,37 Pitman Road,5d8a5462-7e6b-4210-8826-a3fc149627fd,2025348,Fair Rental Values,falcon_2025_orders_enriched_review.csv,182
exact_existing_order_number,skip_existing,2025349,Civista Bank,6725 Maumee-Western Road,105b7159-df6c-4974-887c-dbf53447549e,2025349,Civista Bank,falcon_2025_orders_enriched_review.csv,183
exact_existing_order_number,skip_existing,2025350,Civista Bank,3500 Navaree Avenue,b0e22f71-0ee6-4120-86e7-8fde234b0c08,2025350,Civista Bank,falcon_2025_orders_enriched_review.csv,184
exact_existing_order_number,skip_existing,2025351,Fair Rental Values,2041 Davie Avenue,60cc5ea5-a2bd-4112-ba4c-abd32f5d1277,2025351,Fair Rental Values,falcon_2025_orders_enriched_review.csv,185
exact_existing_order_number,skip_existing,2025352,Union Bank,13500 St Rt 111,d526d409-b969-4288-a9f2-32babbde7a2d,2025352,The Union Bank Company,falcon_2025_orders_enriched_review.csv,186
exact_existing_order_number,skip_existing,2025354,Genoa Banking Company,1933 Spielbusch Avenue,9fc99925-8a70-4f49-98ae-ee8b8f8fde67,2025354,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,187
exact_existing_order_number,skip_existing,2025355,Genoa Banking Company,473 Maple Street,0b200744-b434-45ae-b3a7-da6a52f40350,2025355,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,188
exact_existing_order_number,skip_existing,2025356,Richwood Banking Company,133-147 W Grand Avenue,38f22ff1-db13-4a73-a5b8-1beb872d0b83,2025356,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,189
exact_existing_order_number,skip_existing,2025358,Live Oak Bank,900 W. South Boundary Street,5cd4c6a0-4138-4c49-8f8f-9b766805ee2c,2025358,Live Oak Bank,falcon_2025_orders_enriched_review.csv,190
exact_existing_order_number,skip_existing,2025359,WesBanco Bank,1875 Oakwood Avenue,d3d7aee3-c890-4f21-aa35-ca4891f33f57,2025359,WesBanco Bank,falcon_2025_orders_enriched_review.csv,191
exact_existing_order_number,skip_existing,2025360,State Bank & Trust Co.,231 W Hardin Street,9593d06e-c5e7-4a03-89c9-a4d0b4cb8122,2025360,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,192
exact_existing_order_number,skip_existing,2025361,WesBanco Bank,316-360 E Rosewood Avenue,fd3d3fe3-5eab-4c1e-9b64-803774ff9ee7,2025361,WesBanco Bank,falcon_2025_orders_enriched_review.csv,193
exact_existing_order_number,skip_existing,2025362,Fair Rental Values,3469 Division Street W,ef3b867f-1196-4425-ac89-df319238e21c,2025362,Fair Rental Values,falcon_2025_orders_enriched_review.csv,194
exact_existing_order_number,skip_existing,2025363,Farmers & Merchants State Bank,5470 Main Street,fb8c5a12-1693-41e0-a6f4-85770586758f,2025363,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,195
exact_existing_order_number,skip_existing,2025364,KEMBA Financial Credit Union,1901-1971 Cooper Foster Park Road,19a3e99e-7e4d-493f-975f-098c61ee7cec,2025364,KEMBA Financial Credit Union,falcon_2025_orders_enriched_review.csv,196
exact_existing_order_number,skip_existing,2025365,Genoa Banking Company,355 S. Bridge Road,4ff364a0-babc-46d0-b92a-2d0795032703,2025365,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,197
exact_existing_order_number,skip_existing,2025368,Citizens National Bank,1929 Potter Road,46639569-421d-4fe0-90a0-f9f1d0ee2a86,2025368,Citizens National Bank,falcon_2025_orders_enriched_review.csv,198
exact_existing_order_number,skip_existing,2025369,State Bank & Trust Co.,16380 US RT 224,fb7a64fa-ea43-4177-895b-246d47b5b0fd,2025369,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,199
exact_existing_order_number,skip_existing,2025370,State Bank & Trust Co.,16406 US RT 224,0a59aa83-05c4-4bfb-87b4-545283eb8cd9,2025370,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,200
exact_existing_order_number,skip_existing,2025371,State Bank & Trust Co.,16582 US RT 224,94507234-7646-432d-9c16-cdf4a52b26ed,2025371,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,201
exact_existing_order_number,skip_existing,2025372,Union Bank,7087 S Winners Circle,b374f941-0d14-4931-b964-3fe9ac27578f,2025372,The Union Bank Company,falcon_2025_orders_enriched_review.csv,202
exact_existing_order_number,skip_existing,2025373,Shumaker,2309 E US 223,5e01ac60-2b72-40e7-9e30-4704c0638854,2025373,Shumaker,falcon_2025_orders_enriched_review.csv,203
exact_existing_order_number,skip_existing,2025374,Sherwood State Bank,202 North Defiance Street,46a3b7b8-d627-48ad-86bb-1f5fff446f4c,2025374,Sherwood State Bank,falcon_2025_orders_enriched_review.csv,204
exact_existing_order_number,skip_existing,2025375,Union Bank,Heilman 7 Property Portfolio,7844cd4a-b05a-4244-9816-eb3ad4ad6b55,2025375,The Union Bank Company,falcon_2025_orders_enriched_review.csv,205
exact_existing_order_number,skip_existing,2025377,Union Bank,30 N. Main Street & 110 E Columbus Street,f4d16b39-9933-4450-9879-58394c6b1f7c,2025377,The Union Bank Company,falcon_2025_orders_enriched_review.csv,206
exact_existing_order_number,skip_existing,2025378,State Bank & Trust Co.,1798 S. Dixie Hwy,0d4a2d72-d405-48f5-8aa3-693191d3c9c8,2025378,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,207
exact_existing_order_number,skip_existing,2025379,State Bank & Trust Co.,3611 S. Dixie Hwy,3ab48b99-5282-492a-b082-9f82537749c6,2025379,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,208
exact_existing_order_number,skip_existing,2025380,"Northwestern Holding, LLC",702-726 Chicago Street,199491c1-acbb-43d7-9057-fc92d4dd40df,2025380,"Northwestern Holding, LLC",falcon_2025_orders_enriched_review.csv,209
exact_existing_order_number,skip_existing,2025381,"Northwestern Holding, LLC",805 Chicago Street,287d6d22-7f2e-4727-8d67-e126d5612723,2025381,"Northwestern Holding, LLC",falcon_2025_orders_enriched_review.csv,210
exact_existing_order_number,skip_existing,2025382,Santos Flores,2759 Seaman Road,b03bf967-53d5-4383-a803-48cb62bb1a8d,2025382,Santos Flores,falcon_2025_orders_enriched_review.csv,211
exact_existing_order_number,skip_existing,2025383,Genoa Banking Company,3515 Cleveland Road West,d78c2257-85f2-47f8-8cfa-cf32d2fe6732,2025383,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,212
exact_existing_order_number,skip_existing,2025385,"Lyden, Chappell & Dewhirst, Ltd",3 Land Appraisals - Whiteford Twp,76e692dd-dad5-487c-8d8a-fa50cfa105f9,2025385,"Lyden, Chappell & Dewhirst, Ltd",falcon_2025_orders_enriched_review.csv,213
exact_existing_order_number,skip_existing,2025387,David Von Deylen,633 Commerce Drive,8cbe316f-49ba-412f-b8ae-76e8a346de0f,2025387,David Von Deylen,falcon_2025_orders_enriched_review.csv,214
exact_existing_order_number,skip_existing,2025388,David Von Deylen,19-911 Co Rd T,82a7b8da-7198-4cb1-a2f6-24667bf61881,2025388,David Von Deylen,falcon_2025_orders_enriched_review.csv,215
exact_existing_order_number,skip_existing,2025389,Union Bank,Wayne Road & US RT 6,80bffc38-33c6-4a72-adb9-c1c04fe8578f,2025389,The Union Bank Company,falcon_2025_orders_enriched_review.csv,216
exact_existing_order_number,skip_existing,2025391,State Bank & Trust Co.,120 Taylor Pkwy & Taylor Pkwy,ee783398-ea56-4c2a-9268-814030d9041a,2025391,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,217
exact_existing_order_number,skip_existing,2025394,SVN Ascension Commercial Realty,1811 Jefferson Avenue,b92f8bae-4762-4dbc-a457-a3ddc040055f,2025394,SVN Ascension Commercial Realty,falcon_2025_orders_enriched_review.csv,218
exact_existing_order_number,skip_existing,2025395,SVN Ascension Commercial Realty,1819 Jefferson Avenue,bd4d06b6-7c23-4969-8d1d-aa9c7d2d6a6a,2025395,SVN Ascension Commercial Realty,falcon_2025_orders_enriched_review.csv,219
exact_existing_order_number,skip_existing,2025397,Semro Henry Ltd,4094 & 4096 Monroe Street,799f7b89-b39a-46d2-a246-97a6db0afd58,2025397,Semro Henry Ltd,falcon_2025_orders_enriched_review.csv,220
exact_existing_order_number,skip_existing,2025398,Semro Henry Ltd,1062 S Reynolds Road,092a919b-95d6-406d-ba5c-439fbefe0721,2025398,Semro Henry Ltd,falcon_2025_orders_enriched_review.csv,221
exact_existing_order_number,skip_existing,2025399,Semro Henry Ltd,1050 S Reynolds Road,833463b4-3fea-4e50-b1b1-b9f6dc892569,2025399,Semro Henry Ltd,falcon_2025_orders_enriched_review.csv,222
exact_existing_order_number,skip_existing,2025400,Kyle Ringler,3 Appraisal Package - Wayne/Bradner,30de1e46-e938-4c5f-a1a9-afada16ea235,2025400,Kyle Ringler,falcon_2025_orders_enriched_review.csv,223
exact_existing_order_number,skip_existing,2025402,Ryan Bauman,5411 Black Road,10af86eb-94ce-4268-b74e-3fa355582425,2025402,Ryan Bauman,falcon_2025_orders_enriched_review.csv,224
exact_existing_order_number,skip_existing,2025404,Middlefield Banking Company,Avon Lake Road,7e2777b7-4274-4ac0-93f4-bca98897a0f2,2025404,Middlefield Banking Company,falcon_2025_orders_enriched_review.csv,225
exact_existing_order_number,skip_existing,2025405,Civista Bank,1323 W Woodland Ave,c3c9af06-9e54-4b7c-8993-7993c0f472fa,2025405,Civista Bank,falcon_2025_orders_enriched_review.csv,226
exact_existing_order_number,skip_existing,2025406,Richwood Banking Company,1325 W Market St & 117-119 S Woodlawn Ave.,248ab2ca-b0c6-4977-821d-8b3617f37ea8,2025406,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,227
exact_existing_order_number,skip_existing,2025407,Fair Rental Values,2424 7th Avenue,c18628bf-72dd-4c5e-99d7-59afd4da4985,2025407,Fair Rental Values,falcon_2025_orders_enriched_review.csv,228
exact_existing_order_number,skip_existing,2025408,Croghan Colonial Bank,120 S Washington Street,97350809-e596-4da9-93e6-2c7741498209,2025408,Croghan Colonial Bank,falcon_2025_orders_enriched_review.csv,229
exact_existing_order_number,skip_existing,2025409,Civista Bank,1205 Cass Road,b06df721-4522-4d4c-b593-140242defed9,2025409,Civista Bank,falcon_2025_orders_enriched_review.csv,230
exact_existing_order_number,skip_existing,2025410,Red Hawk HOA,18441 US RT 224,ce2b2b98-4bc5-4800-8105-b728f706cba6,2025410,Red Hawk HOA,falcon_2025_orders_enriched_review.csv,231
exact_existing_order_number,skip_existing,2025412,Union Bank,2311 N Main Street,460435fc-7b93-4d53-aaaf-9c170e9b4885,2025412,The Union Bank Company,falcon_2025_orders_enriched_review.csv,232
exact_existing_order_number,skip_existing,2025413,Union Bank,415 W. Market Street,ff7ad20b-fc40-4909-8c20-58466e2f9970,2025413,The Union Bank Company,falcon_2025_orders_enriched_review.csv,233
exact_existing_order_number,skip_existing,2025415,Farmers & Merchants State Bank,8166 Douglas Road,901f58a8-2ae6-49b1-ae26-d3b21eb1b265,2025415,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,234
exact_existing_order_number,skip_existing,2025416,Fair Rental Values,10211 Conant Street,0e20eea6-edd3-4081-9c18-2e8315b5ae3f,2025416,Fair Rental Values,falcon_2025_orders_enriched_review.csv,235
exact_existing_order_number,skip_existing,2025417,Genoa Banking Company,"1420, 1424 & 1501 Adams Street",d38c1330-4f12-46b1-ae8e-9039f543b25a,2025417,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,236
exact_existing_order_number,skip_existing,2025419,Genoa Banking Company,28510 Lemoyne Road,9d6cf8f5-5790-4d55-ab50-c6687fb70bb7,2025419,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,237
exact_existing_order_number,skip_existing,2025420,Farmers & Merchants State Bank,30410 Drouillard Road,47023381-9eae-402e-8a16-576cba627c93,2025420,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,238
exact_existing_order_number,skip_existing,2025422,Civista Bank,5044 Secor Road,ca6a6023-869b-4a84-b318-0a8e0a84a828,2025422,Civista Bank,falcon_2025_orders_enriched_review.csv,239
exact_existing_order_number,skip_existing,2025423,Genoa Banking Company,135 W. Indiana Avenue,651cb4a4-fb85-4ab0-9b33-c9f361a34368,2025423,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,240
exact_existing_order_number,skip_existing,2025424,Farmers & Merchants State Bank,10843 Maumee Street,6ff5b496-0939-4a74-8dd9-75b271fc3db0,2025424,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,241
exact_existing_order_number,skip_existing,2025425,Superior Credit Union,6606 Monclova Road,99f18621-357c-43bc-9e34-d0f01a13b1cc,2025425,Superior Credit Union,falcon_2025_orders_enriched_review.csv,242
exact_existing_order_number,skip_existing,2025426,Farmers & Merchants State Bank,1210 Michigan Avenue,e3a5fe33-9077-4db8-974c-e1fea6248055,2025426,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,243
exact_existing_order_number,skip_existing,2025427,Croghan Colonial Bank,117 Louisiana Avenue,35bc4e80-6068-459f-ac52-1f6e1797ef22,2025427,Croghan Colonial Bank,falcon_2025_orders_enriched_review.csv,244
exact_existing_order_number,skip_existing,2025428,Fair Rental Values,6525 53rd Avenue,7a571e20-4ce4-46ae-9a79-330944d9ac8a,2025428,Fair Rental Values,falcon_2025_orders_enriched_review.csv,245
exact_existing_order_number,skip_existing,2025430,State Bank & Trust Co.,416 E Park Street,fefa8ce3-dcbb-4644-887b-90da8d87466b,2025430,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,246
exact_existing_order_number,skip_existing,2025431,Civista Bank,2934-2946 Douglas Road,a0f8f777-eb5b-425d-8118-2c7472b2e1fe,2025431,Civista Bank,falcon_2025_orders_enriched_review.csv,247
exact_existing_order_number,skip_existing,2025432,Farmers & Merchants State Bank,419 N US 23,d4ee4d30-be79-4d64-b028-fb10591ec147,2025432,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,248
exact_existing_order_number,skip_existing,2025433,Farmers & Merchants State Bank,20505 W. US Route 6,d4322e77-f63e-414c-9519-d1ac9fb5ad57,2025433,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,249
exact_existing_order_number,skip_existing,2025434,Union Bank,5 SFR Portfolio,7db6dddf-af37-4ab8-a759-6e3059d0cc75,2025434,The Union Bank Company,falcon_2025_orders_enriched_review.csv,250
exact_existing_order_number,skip_existing,2025435,Genoa Banking Company,618 Main Street,b3d69c52-5b56-4d28-88d5-821cd1fbad6e,2025435,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,251
exact_existing_order_number,skip_existing,2025439,Fair Rental Values,"1525 Industrial Dr, Bldg 1",f2d22944-3b95-46ca-b67b-4d930388a22a,2025439,Fair Rental Values,falcon_2025_orders_enriched_review.csv,252
exact_existing_order_number,skip_existing,2025441,Union Bank,701 Shawnee Rd,07f90000-65ce-45b5-8e4e-0fc43e14a5d1,2025441,The Union Bank Company,falcon_2025_orders_enriched_review.csv,253
exact_existing_order_number,skip_existing,2025442,Metamora State Bank,1529 Kieswetter Rd,a4843af7-7ca7-417a-9e9c-72d3744e6cfa,2025442,Metamora State Bank,falcon_2025_orders_enriched_review.csv,254
exact_existing_order_number,skip_existing,2025445,Genoa Banking Company,22054 W State Route 51,e4a3fdb4-6b5e-4d0f-9731-1d233f6e2bb9,2025445,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,255
exact_existing_order_number,skip_existing,2025446,KEMBA Financial Credit Union,972 & 992 Harrisburg Pike,3f11845e-5100-4248-879b-988af0a91291,2025446,KEMBA Financial Credit Union,falcon_2025_orders_enriched_review.csv,256
exact_existing_order_number,skip_existing,2025447,Richwood Banking Company,2987 State Route 61,d9d66151-9454-4103-a8f7-792a5466d2e2,2025447,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,257
exact_existing_order_number,skip_existing,2025448,Genoa Banking Company,526 W. Sophia Street,2d1fd52a-2d8a-469f-a36a-2c4ab35a7612,2025448,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,258
exact_existing_order_number,skip_existing,2025449,Farmers & Merchants State Bank,1501 N Main Street,7557d906-5227-4339-b8a2-270446c31845,2025449,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,259
exact_existing_order_number,skip_existing,2025450,Union Bank,824 6th Street,30ce3815-c52c-47a8-850d-d643a76f7671,2025450,The Union Bank Company,falcon_2025_orders_enriched_review.csv,260
exact_existing_order_number,skip_existing,2025451,Huntington National Bank,"6800 W Central Avenue, Suite L-1",71fe94a8-4457-41d7-85ab-d0e3b543fb8d,2025451,Huntington National Bank,falcon_2025_orders_enriched_review.csv,261
exact_existing_order_number,skip_existing,2025452,Superior Credit Union,"5452, 5456, 5460 Schultz Dr. & 5445",0bf9e5f9-29a0-4bf6-92d4-88ac3232c38d,2025452,Superior Credit Union,falcon_2025_orders_enriched_review.csv,262
exact_existing_order_number,skip_existing,2025453,Superior Credit Union,3032-3038 South Avenue,1d1237df-9168-4492-afa0-5babdf0b0fcb,2025453,Superior Credit Union,falcon_2025_orders_enriched_review.csv,263
exact_existing_order_number,skip_existing,2025454,Superior Credit Union,201-207 N. Woodwind Drive,6e4e383e-27fa-40ab-818a-34e40c819f1c,2025454,Superior Credit Union,falcon_2025_orders_enriched_review.csv,264
exact_existing_order_number,skip_existing,2025455,Genoa Banking Company,29102 Glenwood Road,04d58ee4-726d-47c1-bb5d-0ff048000c80,2025455,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,265
exact_existing_order_number,skip_existing,2025456,Genoa Banking Company,352 Rice Street,3b970c5f-4aa7-4a52-a352-9972e4e9b15c,2025456,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,266
exact_existing_order_number,skip_existing,2025457,Genoa Banking Company,360 Rice Street,6c00849f-f4f7-4182-aa89-c0d860005713,2025457,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,267
exact_existing_order_number,skip_existing,2025458,Civista Bank,110 E Sandusky Street,276dfe9a-e871-4e21-9b08-fb38020e8e6a,2025458,Civista Bank,falcon_2025_orders_enriched_review.csv,268
