action,reason,order_number,source_file,source_row,client_name,normalized_client_name,client_action,existing_client_id,property_address,city,state,year,status,property_type,fee,ordered_date,inspection_date,completed_date,appraiser_source_name,appraiser_action,appraiser_user_id,reviewer_source_name,reviewer_action,reviewer_user_id,target_operations_scope,import_source,import_batch,existing_order_id,existing_order_number,existing_client_name,confidence,evidence_notes
skip_existing,exact_existing_order_number,2025305,falcon_2025_orders_enriched_review.csv,152,Union Bank,Union Bank,reuse,6,650 Sixth Street,Bowling Green,OH,2025,completed,Multifamily,1300,2025-07-24,,2025-08-08,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,22a5ff1a-ebeb-47f2-9ccc-fc3f30171ef8,2025305,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 610 via exact_order_number
skip_existing,exact_existing_order_number,2025306,falcon_2025_orders_enriched_review.csv,153,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,519 Monroe Street,Toledo,OH,2025,completed,Retail,1000,2025-07-25,,2025-08-07,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,030712c5-a33a-4328-ad96-00c39ea7285d,2025306,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 612 via exact_order_number
skip_existing,exact_existing_order_number,2025307,falcon_2025_orders_enriched_review.csv,154,"Frasor Ireland, LLP","Frasor Ireland, LLP",reuse,71,Frasor Package - Sylvania,Dean,MI,2025,completed,Office,1500,,,2025-07-29,Stout,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,a5bd790e-4fd6-4243-a865-5a4e0658a60b,2025307,"Frasor Ireland, LLP",High - Order Book validated,validated/enriched from Order Book row 614 via exact_order_number
skip_existing,exact_existing_order_number,2025309,falcon_2025_orders_enriched_review.csv,155,Genoa Banking Company,Genoa Banking Company,reuse,101,6510 Brint Road,Sylvania,OH,2025,completed,Multifamily,500,2025-07-29,2025-08-06,2025-08-12,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,b7208007-5d80-46cd-8206-bd3e28998cb3,2025309,Genoa Banking Company,High - promoted from rejected,validated/enriched from Order Book row 618 via exact_order_number
skip_existing,exact_existing_order_number,2025310,falcon_2025_orders_enriched_review.csv,156,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,1797 E 4th Street #1799,Lima,OH,2025,completed,Industrial,1350,2025-07-28,,2025-08-12,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,cd86a63a-76b7-41c6-9a5b-3751fd58bf4d,2025310,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 620 via exact_order_number
skip_existing,exact_existing_order_number,2025312,falcon_2025_orders_enriched_review.csv,157,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,US RT 224,McComb,OH,2025,completed,Land,1300,2025-07-30,2025-08-05,2025-08-13,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,860a1db0-a1ca-4f94-8a8f-e2a95a297966,2025312,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 624 via exact_order_number
skip_existing,exact_existing_order_number,2025313,falcon_2025_orders_enriched_review.csv,158,Ken Karcher,Ken Karcher,reuse,53,1550 Coining Drive,Toledo,OH,2025,completed,Industrial,1800,2025-07-31,,2025-08-12,Stout,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,761227ae-94fe-460b-895f-2647d37c9ab8,2025313,Ken Karcher,High - Order Book validated,validated/enriched from Order Book row 626 via exact_order_number
skip_existing,exact_existing_order_number,2025317,falcon_2025_orders_enriched_review.csv,159,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,5151 Dorr Street,Toledo,OH,2025,completed,Retail,1000,2025-08-06,,2025-08-15,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,95588cd6-5abc-4828-9548-f05610e27e0b,2025317,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 634 via exact_order_number
skip_existing,exact_existing_order_number,2025318,falcon_2025_orders_enriched_review.csv,160,Superior Credit Union,Superior Credit Union,reuse,13,1280 Conant Street,Maumee,OH,2025,completed,Industrial,1500,2025-08-06,2025-08-11,2025-08-21,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,3a8d65e5-91dc-46df-99b7-16ca006f685b,2025318,Superior Credit Union,High - Order Book validated,validated/enriched from Order Book row 636 via exact_order_number
skip_existing,exact_existing_order_number,2025319,falcon_2025_orders_enriched_review.csv,161,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,Domersville Road,Defiance,OH,2025,completed,Industrial,1950,2025-08-07,2025-08-15,2025-08-22,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,1eafdf30-e935-4fe8-a4fb-80c2e538a921,2025319,Farmers & Merchants State Bank,High - promoted from rejected,validated/enriched from Order Book row 638 via exact_order_number
skip_existing,exact_existing_order_number,2025320,falcon_2025_orders_enriched_review.csv,162,Fair Rental Values,Fair Rental Values,reuse,8,38 TCH Ranch Road,Lovington,NM,2025,completed,Mixed Use,2400,2025-08-07,,2025-08-29,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,86945bde-d1c6-4fcd-b649-6f1503dd211e,2025320,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 640 via exact_order_number
skip_existing,exact_existing_order_number,2025322,falcon_2025_orders_enriched_review.csv,163,WesBanco Bank,WesBanco Bank,reuse,104,2720 Centennial Road,Toledo,OH,2025,completed,Office,1200,2025-08-08,,2025-08-20,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,090c185c-8540-4932-b963-f67a15d15cfd,2025322,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 644 via exact_order_number
skip_existing,exact_existing_order_number,2025323,falcon_2025_orders_enriched_review.csv,164,Semro Henry Ltd,Semro Henry Ltd,reuse,105,Deshler & Demascus Twp,Henry Co,OH,2025,completed,Land,700,2025-08-11,2025-08-21,2025-08-22,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,80994168-39c9-44bf-b151-fbdbacb83ba9,2025323,Semro Henry Ltd,High - Order Book validated,validated/enriched from Order Book row 646 via exact_order_number
skip_existing,exact_existing_order_number,2025326,falcon_2025_orders_enriched_review.csv,165,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,8135 & 8139 Main Street,Neapolis,OH,2025,completed,Retail,1400,2025-08-13,,2025-08-27,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,5437b15b-7777-404e-9f03-b7afc2725c58,2025326,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 652 via exact_order_number
skip_existing,exact_existing_order_number,2025327,falcon_2025_orders_enriched_review.csv,166,Richwood Banking Company,Richwood Banking Company,reuse,127,200-223 W Main Street,Cridersville,OH,2025,completed,Mixed Use,2200,2025-08-13,2025-09-08,2025-09-22,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,6a8ec4ea-d338-4cf1-9600-b6deffef41ae,2025327,Richwood Banking Company,High - Order Book validated,validated/enriched from Order Book row 654 via exact_order_number
skip_existing,exact_existing_order_number,2025329,falcon_2025_orders_enriched_review.csv,167,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,1204 E High Street,Bryan,OH,2025,completed,Retail,1400,2025-08-12,,2025-08-25,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,4cec4b2a-8173-4673-b33b-da1d0f22a5c6,2025329,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 658 via exact_order_number
skip_existing,exact_existing_order_number,2025331,falcon_2025_orders_enriched_review.csv,168,Fair Rental Values,Fair Rental Values,reuse,8,"1800, 1810 El Cerrito Pl",Los Angeles,CA,2025,completed,Multifamily,2400,2025-08-13,,2025-09-04,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,7050a217-0b4e-40d6-8fa3-146055efa189,2025331,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 662 via exact_order_number
skip_existing,exact_existing_order_number,2025332,falcon_2025_orders_enriched_review.csv,169,Lorin Sonnenberg,Lorin Sonnenberg,reuse,21,I-463 SR 281 Henry Co OH - Land 2 parcels,Henry Co,OH,2025,completed,Land,1000,2025-08-14,2025-08-25,2025-08-26,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,0bb74326-2d04-495c-9e13-e687c9526944,2025332,Lorin Sonnenberg,High - Order Book validated,validated/enriched from Order Book row 664 via exact_order_number
skip_existing,exact_existing_order_number,2025334,falcon_2025_orders_enriched_review.csv,170,Union Bank,Union Bank,reuse,6,818 & 822 Second Street,Bowling Green,OH,2025,completed,Multifamily,1200,2025-08-14,2025-08-19,2025-08-29,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,90d38008-ec3a-4179-a1c5-4ec1c72169e6,2025334,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 668 via exact_order_number
skip_existing,exact_existing_order_number,2025335,falcon_2025_orders_enriched_review.csv,171,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,622 Clinton Street,Defiance,OH,2025,completed,Industrial,1200,2025-08-14,,2025-08-28,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,a2d9bd9b-678e-4676-8507-759ffe50c387,2025335,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 670 via exact_order_number
skip_existing,exact_existing_order_number,2025337,falcon_2025_orders_enriched_review.csv,172,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,1101 Commerce Pkwy,Findlay,OH,2025,completed,Industrial,1400,2025-08-15,2025-08-19,2025-08-29,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,159cb45a-27da-4c13-815f-2528bbdd005c,2025337,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 674 via exact_order_number
skip_existing,exact_existing_order_number,2025338,falcon_2025_orders_enriched_review.csv,173,Eidi Properties,Eidi Properties,reuse,125,12579 Felch Street,Holland,MI,2025,completed,Retail,500,2025-08-15,,2025-08-29,Stout,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,09912c57-c1c0-410e-a96e-dfbfe05986f8,2025338,Eidi Properties,High - Order Book validated,validated/enriched from Order Book row 676 via exact_order_number
skip_existing,exact_existing_order_number,2025339,falcon_2025_orders_enriched_review.csv,174,Eidi Properties,Eidi Properties,reuse,125,414-416 Coliseum Blvd W,Fort Wayne,IN,2025,completed,Retail,500,2025-08-15,,2025-08-29,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,82c2eb6f-0bc3-4efc-9113-51cb63712959,2025339,Eidi Properties,High - promoted from rejected,validated/enriched from Order Book row 678 via exact_order_number
skip_existing,exact_existing_order_number,2025340,falcon_2025_orders_enriched_review.csv,175,Eidi Properties,Eidi Properties,reuse,125,1107 W Lincoln Hwy,Merrillville,IN,2025,completed,Retail,500,2025-08-15,,2025-08-29,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,909a98f3-0413-49a7-952c-0b639fbd3059,2025340,Eidi Properties,High - promoted from rejected,validated/enriched from Order Book row 680 via exact_order_number
skip_existing,exact_existing_order_number,2025341,falcon_2025_orders_enriched_review.csv,176,Eidi Properties,Eidi Properties,reuse,125,811-831 E McGalliard Road,Munci,IN,2025,completed,Retail,500,2025-08-15,,2025-08-29,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,17e0b23f-b0d6-470c-92bf-f3de61b77df1,2025341,Eidi Properties,High - promoted from rejected,validated/enriched from Order Book row 682 via exact_order_number
skip_existing,exact_existing_order_number,2025342,falcon_2025_orders_enriched_review.csv,177,Eidi Properties,Eidi Properties,reuse,125,2658 E Main Street,Plainfield,IN,2025,completed,Retail,500,2025-08-15,,2025-08-29,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,83494ea6-40d0-45de-9160-ea61e241fb52,2025342,Eidi Properties,High - promoted from rejected,validated/enriched from Order Book row 684 via exact_order_number
skip_existing,exact_existing_order_number,2025343,falcon_2025_orders_enriched_review.csv,178,Michael S Petree Estate,Michael S Petree Estate,reuse,40,5306 Enterprise Blvd,Toledo,OH,2025,completed,Industrial,1400,2025-08-18,2025-09-04,2025-09-15,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,ac1d1f21-86d8-480e-ba08-f72aea6ca7d2,2025343,Michael S Petree Estate,High - Order Book validated,validated/enriched from Order Book row 686 via exact_order_number
skip_existing,exact_existing_order_number,2025344,falcon_2025_orders_enriched_review.csv,179,Michael S Petree Estate,Michael S Petree Estate,reuse,40,5324 Enterprise Blvd,Toledo,OH,2025,completed,Industrial,1400,2025-08-18,2025-09-04,2025-09-15,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,7625b5e3-6910-4096-801e-eed97ed9b4df,2025344,Michael S Petree Estate,High - Order Book validated,validated/enriched from Order Book row 688 via exact_order_number
skip_existing,exact_existing_order_number,2025345,falcon_2025_orders_enriched_review.csv,180,Genoa Banking Company,Genoa Banking Company,reuse,101,2353 E Harbor Road,Port Clinton,OH,2025,completed,Special Purpose,1000,2025-08-18,2025-08-21,2025-08-27,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,da3310d0-857a-4ad4-8deb-b55a691e6241,2025345,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 690 via exact_order_number
skip_existing,exact_existing_order_number,2025346,falcon_2025_orders_enriched_review.csv,181,Genoa Banking Company,Genoa Banking Company,reuse,101,101 E 17th Street,Genoa,OH,2025,completed,Office,950,2025-08-18,2025-08-21,2025-08-27,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,cab05ea3-61f5-4eda-ab91-a7578341e60a,2025346,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 692 via exact_order_number
skip_existing,exact_existing_order_number,2025348,falcon_2025_orders_enriched_review.csv,182,Fair Rental Values,Fair Rental Values,reuse,8,37 Pitman Road,Lyle,WA,2025,completed,Land,2400,2025-08-20,,2025-09-11,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,5d8a5462-7e6b-4210-8826-a3fc149627fd,2025348,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 696 via exact_order_number
skip_existing,exact_existing_order_number,2025349,falcon_2025_orders_enriched_review.csv,183,Civista Bank,Civista Bank,reuse,133,6725 Maumee-Western Road,Maumee,OH,2025,completed,Land,950,2025-08-20,,2025-09-03,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,105b7159-df6c-4974-887c-dbf53447549e,2025349,Civista Bank,High - Order Book validated,validated/enriched from Order Book row 698 via exact_order_number
skip_existing,exact_existing_order_number,2025350,falcon_2025_orders_enriched_review.csv,184,Civista Bank,Civista Bank,reuse,133,3500 Navaree Avenue,Oregon,OH,2025,completed,Land,950,2025-08-20,,2025-09-03,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,b0e22f71-0ee6-4120-86e7-8fde234b0c08,2025350,Civista Bank,High - Order Book validated,validated/enriched from Order Book row 700 via exact_order_number
skip_existing,exact_existing_order_number,2025351,falcon_2025_orders_enriched_review.csv,185,Fair Rental Values,Fair Rental Values,reuse,8,2041 Davie Avenue,Commerce,CA,2025,completed,Industrial,2300,2025-08-20,,2025-09-15,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,60cc5ea5-a2bd-4112-ba4c-abd32f5d1277,2025351,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 702 via exact_order_number
skip_existing,exact_existing_order_number,2025352,falcon_2025_orders_enriched_review.csv,186,Union Bank,Union Bank,reuse,6,13500 St Rt 111,Defiance,OH,2025,completed,Residential,1375,2025-08-21,,2025-09-05,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,d526d409-b969-4288-a9f2-32babbde7a2d,2025352,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 704 via exact_order_number
skip_existing,exact_existing_order_number,2025354,falcon_2025_orders_enriched_review.csv,187,Genoa Banking Company,Genoa Banking Company,reuse,101,1933 Spielbusch Avenue,Toledo,OH,2025,completed,Office,2000,2025-08-21,2025-08-28,2025-09-08,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,9fc99925-8a70-4f49-98ae-ee8b8f8fde67,2025354,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 708 via exact_order_number
skip_existing,exact_existing_order_number,2025355,falcon_2025_orders_enriched_review.csv,188,Genoa Banking Company,Genoa Banking Company,reuse,101,473 Maple Street,Elmore,OH,2025,completed,Industrial,1000,2025-08-21,2025-08-29,2025-09-08,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,0b200744-b434-45ae-b3a7-da6a52f40350,2025355,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 710 via exact_order_number
skip_existing,exact_existing_order_number,2025356,falcon_2025_orders_enriched_review.csv,189,Richwood Banking Company,Richwood Banking Company,reuse,127,133-147 W Grand Avenue,Lima,OH,2025,completed,Multifamily,1400,2025-08-22,2025-09-02,2025-09-08,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,38f22ff1-db13-4a73-a5b8-1beb872d0b83,2025356,Richwood Banking Company,High - Order Book validated,validated/enriched from Order Book row 712 via exact_order_number
skip_existing,exact_existing_order_number,2025358,falcon_2025_orders_enriched_review.csv,190,Live Oak Bank,Live Oak Bank,reuse,11,900 W. South Boundary Street,Perrysburg,OH,2025,completed,Office,1000,2025-08-25,,2025-09-03,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,5cd4c6a0-4138-4c49-8f8f-9b766805ee2c,2025358,Live Oak Bank,High - promoted from rejected,validated/enriched from Order Book row 716 via exact_order_number
skip_existing,exact_existing_order_number,2025359,falcon_2025_orders_enriched_review.csv,191,WesBanco Bank,WesBanco Bank,reuse,104,1875 Oakwood Avenue,Napoleon,OH,2025,completed,Retail,1395,2025-08-26,2025-09-02,2025-09-19,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,d3d7aee3-c890-4f21-aa35-ca4891f33f57,2025359,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 718 via exact_order_number
skip_existing,exact_existing_order_number,2025360,falcon_2025_orders_enriched_review.csv,192,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,231 W Hardin Street,Findlay,OH,2025,completed,Office,1400,2025-08-26,2025-08-29,2025-09-10,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,9593d06e-c5e7-4a03-89c9-a4d0b4cb8122,2025360,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 720 via exact_order_number
skip_existing,exact_existing_order_number,2025361,falcon_2025_orders_enriched_review.csv,193,WesBanco Bank,WesBanco Bank,reuse,104,316-360 E Rosewood Avenue,Defiance,OH,2025,completed,Multifamily,1375,2025-08-26,2025-09-02,2025-09-09,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,fd3d3fe3-5eab-4c1e-9b64-803774ff9ee7,2025361,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 722 via exact_order_number
skip_existing,exact_existing_order_number,2025362,falcon_2025_orders_enriched_review.csv,194,Fair Rental Values,Fair Rental Values,reuse,8,3469 Division Street W,Bemidji,MN,2025,completed,Industrial,2400,2025-08-26,,2025-09-18,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,ef3b867f-1196-4425-ac89-df319238e21c,2025362,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 724 via exact_order_number
skip_existing,exact_existing_order_number,2025363,falcon_2025_orders_enriched_review.csv,195,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,5470 Main Street,Sylvania,OH,2025,completed,Office,1300,2025-08-26,,2025-09-10,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,fb8c5a12-1693-41e0-a6f4-85770586758f,2025363,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 726 via exact_order_number
skip_existing,exact_existing_order_number,2025364,falcon_2025_orders_enriched_review.csv,196,KEMBA Financial Credit Union,KEMBA Financial Credit Union,reuse,35,1901-1971 Cooper Foster Park Road,Amherst,OH,2025,completed,Retail,2400,2025-08-28,2025-09-04,2025-09-16,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,19a3e99e-7e4d-493f-975f-098c61ee7cec,2025364,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 728 via exact_order_number
skip_existing,exact_existing_order_number,2025365,falcon_2025_orders_enriched_review.csv,197,Genoa Banking Company,Genoa Banking Company,reuse,101,355 S. Bridge Road,Lakeside Marblehead,OH,2025,completed,Special Purpose,500,2025-08-28,,2025-09-12,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,4ff364a0-babc-46d0-b92a-2d0795032703,2025365,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 730 via exact_order_number
skip_existing,exact_existing_order_number,2025368,falcon_2025_orders_enriched_review.csv,198,Citizens National Bank,Citizens National Bank,reuse,116,1929 Potter Road,North Baltimore,OH,2025,completed,Industrial,1300,2025-09-03,,2025-09-17,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,46639569-421d-4fe0-90a0-f9f1d0ee2a86,2025368,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 736 via exact_order_number
skip_existing,exact_existing_order_number,2025369,falcon_2025_orders_enriched_review.csv,199,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,16380 US RT 224,Findlay,OH,2025,completed,Industrial,1500,2025-09-03,2025-09-10,2025-09-15,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,fb7a64fa-ea43-4177-895b-246d47b5b0fd,2025369,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 738 via exact_order_number
skip_existing,exact_existing_order_number,2025370,falcon_2025_orders_enriched_review.csv,200,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,16406 US RT 224,Findlay,OH,2025,completed,Industrial,1500,2025-09-03,2025-09-10,2025-09-15,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,0a59aa83-05c4-4bfb-87b4-545283eb8cd9,2025370,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 740 via exact_order_number
skip_existing,exact_existing_order_number,2025371,falcon_2025_orders_enriched_review.csv,201,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,16582 US RT 224,Findlay,OH,2025,completed,Land,1000,2025-09-03,2025-09-10,2025-09-15,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,94507234-7646-432d-9c16-cdf4a52b26ed,2025371,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 742 via exact_order_number
skip_existing,exact_existing_order_number,2025372,falcon_2025_orders_enriched_review.csv,202,Union Bank,Union Bank,reuse,6,7087 S Winners Circle,Perrysburg,OH,2025,completed,Multifamily,1200,2025-09-03,,2025-09-17,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,b374f941-0d14-4931-b964-3fe9ac27578f,2025372,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 744 via exact_order_number
skip_existing,exact_existing_order_number,2025373,falcon_2025_orders_enriched_review.csv,203,Shumaker,Shumaker,reuse,95,2309 E US 223,Adrian,MI,2025,completed,Retail,1200,2025-09-03,,2025-09-25,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,5e01ac60-2b72-40e7-9e30-4704c0638854,2025373,Shumaker,High - Order Book validated,validated/enriched from Order Book row 746 via exact_order_number
skip_existing,exact_existing_order_number,2025374,falcon_2025_orders_enriched_review.csv,204,Sherwood State Bank,Sherwood State Bank,reuse,32,202 North Defiance Street,Archbold,OH,2025,completed,Office,950,2025-09-04,,2025-09-19,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,46a3b7b8-d627-48ad-86bb-1f5fff446f4c,2025374,Sherwood State Bank,High - Order Book validated,validated/enriched from Order Book row 748 via exact_order_number
skip_existing,exact_existing_order_number,2025375,falcon_2025_orders_enriched_review.csv,205,Union Bank,Union Bank,reuse,6,Heilman 7 Property Portfolio,Kenton,OH,2025,completed,Multifamily,2500,2025-09-04,2025-09-12,2025-09-19,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,7844cd4a-b05a-4244-9816-eb3ad4ad6b55,2025375,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 750 via exact_order_number
skip_existing,exact_existing_order_number,2025377,falcon_2025_orders_enriched_review.csv,206,Union Bank,Union Bank,reuse,6,30 N. Main Street & 110 E Columbus Street,Kenton,OH,2025,completed,Mixed Use,1800,2025-09-04,2025-09-12,2025-09-19,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,f4d16b39-9933-4450-9879-58394c6b1f7c,2025377,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 754 via exact_order_number
skip_existing,exact_existing_order_number,2025378,falcon_2025_orders_enriched_review.csv,207,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,1798 S. Dixie Hwy,Lima,OH,2025,completed,Office,1500,2025-09-04,2025-09-08,2025-09-18,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,0d4a2d72-d405-48f5-8aa3-693191d3c9c8,2025378,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 756 via exact_order_number
skip_existing,exact_existing_order_number,2025379,falcon_2025_orders_enriched_review.csv,208,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,3611 S. Dixie Hwy,Lima,OH,2025,completed,Office,1000,2025-09-04,2025-09-08,2025-09-18,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,3ab48b99-5282-492a-b082-9f82537749c6,2025379,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 758 via exact_order_number
